Ticker,Date,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Price_D-1,XBI_Price_D1,XBI_Price_D5,XBI_Return_D1,XBI_Return_D5,row_id
AMLX,4/4/2024,2.63,2.61,2.29,-0.007604563,-0.129277567,91.04,90.18,91.28,-0.009446397,0.002636204,586
AMLX,4/4/2024,2.63,2.61,2.29,-0.007604563,-0.129277567,91.04,90.18,91.28,-0.009446397,0.002636204,587
CADL,4/4/2024,1.68,6.4,7.28,2.80952381,3.333333333,91.04,90.18,91.28,-0.009446397,0.002636204,588
EFTR,4/4/2024,16.47,2.96,2.235,-0.820279296,-0.864298725,91.04,90.18,91.28,-0.009446397,0.002636204,589
GOVX,4/4/2024,1.94,2.01,1.83,0.036082474,-0.056701031,91.04,90.18,91.28,-0.009446397,0.002636204,590
DTIL,4/4/2024,15.44,14.34,14.45,-0.071243523,-0.064119171,91.04,90.18,91.28,-0.009446397,0.002636204,591
CRBU,4/4/2024,4.68,4.54,4.33,-0.02991453,-0.074786325,91.04,90.18,91.28,-0.009446397,0.002636204,592
HCM,4/5/2024,2.67,2.61,2.9,-0.02247191,0.086142322,89.49,90.4,88.15,0.010168734,-0.01497374,593
HCM,4/5/2024,2.67,2.61,2.9,-0.02247191,0.086142322,89.49,90.4,88.15,0.010168734,-0.01497374,594
HCM,4/5/2024,2.67,2.61,2.9,-0.02247191,0.086142322,89.49,90.4,88.15,0.010168734,-0.01497374,595
AZN,4/5/2024,107.36,106.2,110.64,-0.010804769,0.030551416,89.49,90.4,88.15,0.010168734,-0.01497374,596
CYTK,4/5/2024,69.18,72.71,71.56,0.051026308,0.034403007,89.49,90.4,88.15,0.010168734,-0.01497374,597
OCGN,4/5/2024,1.51,1.83,1.71,0.21192053,0.132450331,89.49,90.4,88.15,0.010168734,-0.01497374,598
TARA,4/5/2024,4.02,3.63,3,-0.097014925,-0.253731343,89.49,90.4,88.15,0.010168734,-0.01497374,599
BMY,4/5/2024,51.4,51.32,48.28,-0.00155642,-0.060700389,89.49,90.4,88.15,0.010168734,-0.01497374,600
CDTX,4/5/2024,21.6,23.2,16.2,0.074074074,-0.25,89.49,90.4,88.15,0.010168734,-0.01497374,601
CDTX,4/5/2024,21.6,23.2,16.2,0.074074074,-0.25,89.49,90.4,88.15,0.010168734,-0.01497374,602
HOWL,4/5/2024,6,5.92,4.69,-0.013333333,-0.218333333,89.49,90.4,88.15,0.010168734,-0.01497374,603
HOWL,4/5/2024,6,5.92,4.69,-0.013333333,-0.218333333,89.49,90.4,88.15,0.010168734,-0.01497374,604
JNJ,4/5/2024,152.5,152.39,147.52,-0.000721311,-0.032655738,89.49,90.4,88.15,0.010168734,-0.01497374,605
LEGN,4/5/2024,55.14,54.93,52.92,-0.003808487,-0.040261153,89.49,90.4,88.15,0.010168734,-0.01497374,606
AZN,4/5/2024,107.36,106.2,110.64,-0.010804769,0.030551416,89.49,90.4,88.15,0.010168734,-0.01497374,607
AMRN,4/6/2024,21,21,19.14,0,-0.088571429,90.18,90.4,88.15,0.002439565,-0.022510534,608
XLO,4/7/2024,1.2,1.2,1.18,0,-0.016666667,90.18,90.4,88.15,0.002439565,-0.022510534,609
REPL,4/7/2024,7.36,7.36,7.14,0,-0.029891304,90.18,90.4,88.15,0.002439565,-0.022510534,610
ALNY,4/7/2024,153.56,153.56,148.5,0,-0.032951289,90.18,90.4,88.15,0.002439565,-0.022510534,611
ARWR,4/7/2024,25.78,25.78,24.7,0,-0.04189294,90.18,90.4,88.15,0.002439565,-0.022510534,612
BNTX,4/7/2024,90.52,90.52,86.48,0,-0.044631021,90.18,90.4,88.15,0.002439565,-0.022510534,613
IONS,4/7/2024,43.22,43.22,41.74,0,-0.034243406,90.18,90.4,88.15,0.002439565,-0.022510534,614
INO,4/7/2024,11.795,11.795,11.03,0,-0.064857991,90.18,90.4,88.15,0.002439565,-0.022510534,615
EWTX,4/7/2024,16.96,16.96,16.37,0,-0.034787736,90.18,90.4,88.15,0.002439565,-0.022510534,616
SNDX,4/8/2024,22.89,22.81,21.62,-0.003494976,-0.055482744,90.18,91.64,86.35,0.016189843,-0.042470614,617
ZYME,4/8/2024,9.65,9.62,9.09,-0.003108808,-0.058031088,90.18,91.64,86.35,0.016189843,-0.042470614,618
BMRN,4/8/2024,86.95,87.28,91.51,0.003795285,0.052443933,90.18,91.64,86.35,0.016189843,-0.042470614,619
MIST,4/8/2024,1.8,1.82,1.755,0.011111111,-0.025,90.18,91.64,86.35,0.016189843,-0.042470614,620
VINC,4/8/2024,111,95.6,17.4,-0.138738739,-0.843243243,90.18,91.64,86.35,0.016189843,-0.042470614,621
CRDF,4/8/2024,5.84,5.88,5.28,0.006849315,-0.095890411,90.18,91.64,86.35,0.016189843,-0.042470614,622
NUVL,4/8/2024,70.2,68.44,65.28,-0.025071225,-0.07008547,90.18,91.64,86.35,0.016189843,-0.042470614,623
MRUS,4/8/2024,44.7,44.01,41.27,-0.015436242,-0.076733781,90.18,91.64,86.35,0.016189843,-0.042470614,624
GMAB,4/8/2024,2057,2051,2058,-0.002916869,0.000486145,90.18,91.64,86.35,0.016189843,-0.042470614,625
INKT,4/8/2024,15.6,13.2,9.085,-0.153846154,-0.417628205,90.18,91.64,86.35,0.016189843,-0.042470614,626
CADL,4/8/2024,6.64,6.43,5.82,-0.031626506,-0.123493976,90.18,91.64,86.35,0.016189843,-0.042470614,627
COGT,4/8/2024,6.71,6.52,6.5,-0.028315946,-0.031296572,90.18,91.64,86.35,0.016189843,-0.042470614,628
AGEN,4/8/2024,10.074,9.31,6.5,-0.075838793,-0.354774667,90.18,91.64,86.35,0.016189843,-0.042470614,629
ADCT,4/8/2024,5,5.09,4.37,0.018,-0.126,90.18,91.64,86.35,0.016189843,-0.042470614,630
ALXO,4/8/2024,12.23,12.14,12.89,-0.007358953,0.053965658,90.18,91.64,86.35,0.016189843,-0.042470614,631
PYXS,4/8/2024,5.46,5.58,4.74,0.021978022,-0.131868132,90.18,91.64,86.35,0.016189843,-0.042470614,632
ELTX,4/8/2024,8.85,8.66,9.23,-0.021468927,0.042937853,90.18,91.64,86.35,0.016189843,-0.042470614,633
RIGL,4/8/2024,12.9,12.6,11.5,-0.023255814,-0.108527132,90.18,91.64,86.35,0.016189843,-0.042470614,634
PTN,4/8/2024,0.074,0.071,0.077,-0.040540541,0.040540541,90.18,91.64,86.35,0.016189843,-0.042470614,635
SUPN,4/8/2024,33.55,31.43,29.99,-0.06318927,-0.106110283,90.18,91.64,86.35,0.016189843,-0.042470614,636
ORIC,4/8/2024,10.97,10.75,9.54,-0.020054695,-0.130355515,90.18,91.64,86.35,0.016189843,-0.042470614,637
PFE,4/8/2024,26.66,26.58,25.91,-0.00300075,-0.028132033,90.18,91.64,86.35,0.016189843,-0.042470614,638
ENTX,4/8/2024,1.985,1.95,2.52,-0.017632242,0.269521411,90.18,91.64,86.35,0.016189843,-0.042470614,639
CHRS,4/8/2024,2.43,2.51,2.2,0.032921811,-0.094650206,90.18,91.64,86.35,0.016189843,-0.042470614,640
NVCT,4/8/2024,7.78,7.81,6.41,0.003856041,-0.176092545,90.18,91.64,86.35,0.016189843,-0.042470614,641
CCCC,4/8/2024,7.52,7.66,6.86,0.018617021,-0.087765957,90.18,91.64,86.35,0.016189843,-0.042470614,642
CORT,4/8/2024,25.2,24.23,23.15,-0.038492063,-0.081349206,90.18,91.64,86.35,0.016189843,-0.042470614,643
INMB,4/8/2024,10.34,10.36,9.58,0.001934236,-0.073500967,90.18,91.64,86.35,0.016189843,-0.042470614,644
BMRN,4/8/2024,86.95,87.28,91.51,0.003795285,0.052443933,90.18,91.64,86.35,0.016189843,-0.042470614,645
MRKR,4/8/2024,4.67,4.71,4.44,0.00856531,-0.049250535,90.18,91.64,86.35,0.016189843,-0.042470614,646
NVS,4/8/2024,4.21,4.21,4.3,0,0.021377672,90.18,91.64,86.35,0.016189843,-0.042470614,647
NXTC,4/8/2024,26.16001,24.60001,20.04001,-0.059633005,-0.233944865,90.18,91.64,86.35,0.016189843,-0.042470614,648
OCS,4/8/2024,11.16,10.76,12.03,-0.035842294,0.077956989,90.18,91.64,86.35,0.016189843,-0.042470614,649
CVKD,4/9/2024,7.65,6.1305,5.8485,-0.198627451,-0.235490196,90.4,89.95,85.61,-0.004977876,-0.052986726,650
ATOS,4/9/2024,1.75,1.84,1.54,0.051428571,-0.12,90.4,89.95,85.61,-0.004977876,-0.052986726,651
LLY,4/9/2024,777.29,757.24,746.74,-0.025794748,-0.03930322,90.4,89.95,85.61,-0.004977876,-0.052986726,652
IMRX,4/9/2024,2.12,2.19,1.84,0.033018868,-0.132075472,90.4,89.95,85.61,-0.004977876,-0.052986726,653
CMPX,4/9/2024,1.7,1.67,1.57,-0.017647059,-0.076470588,90.4,89.95,85.61,-0.004977876,-0.052986726,654
NRIX,4/9/2024,13.8,17.48,14.65,0.266666667,0.061594203,90.4,89.95,85.61,-0.004977876,-0.052986726,655
IOBT,4/9/2024,1.54,1.61,1.51,0.045454545,-0.019480519,90.4,89.95,85.61,-0.004977876,-0.052986726,656
RAPT,4/9/2024,66.56,67.52,65.04,0.014423077,-0.022836538,90.4,89.95,85.61,-0.004977876,-0.052986726,657
FHTX,4/9/2024,7.17,7.48,6.03,0.043235704,-0.158995816,90.4,89.95,85.61,-0.004977876,-0.052986726,658
LLY,4/9/2024,777.29,757.24,746.74,-0.025794748,-0.03930322,90.4,89.95,85.61,-0.004977876,-0.052986726,659
INAB,4/9/2024,32.70003,32.70003,29.40903,0,-0.10064211,90.4,89.95,85.61,-0.004977876,-0.052986726,660
TPST,4/9/2024,51.86998,50.30998,43.54999,-0.0300752,-0.160400872,90.4,89.95,85.61,-0.004977876,-0.052986726,661
AZN,4/9/2024,106.1,107.08,108.78,0.009236569,0.025259189,90.4,89.95,85.61,-0.004977876,-0.052986726,662
PRLD,4/9/2024,4.7,4.99,4.91,0.061702128,0.044680851,90.4,89.95,85.61,-0.004977876,-0.052986726,663
PRLD,4/9/2024,4.7,4.99,4.91,0.061702128,0.044680851,90.4,89.95,85.61,-0.004977876,-0.052986726,664
PRLD,4/9/2024,4.7,4.99,4.91,0.061702128,0.044680851,90.4,89.95,85.61,-0.004977876,-0.052986726,665
CRVS,4/9/2024,1.71,1.63,1.47,-0.046783626,-0.140350877,90.4,89.95,85.61,-0.004977876,-0.052986726,666
MCRB,4/9/2024,14.648,14.188,12.722,-0.031403605,-0.131485527,90.4,89.95,85.61,-0.004977876,-0.052986726,667
QLGN,4/9/2024,19.075,19.945,14.99,0.045609436,-0.214154653,90.4,89.95,85.61,-0.004977876,-0.052986726,668
BCTX,4/9/2024,439.49978,427.51479,341.99983,-0.027269615,-0.221843001,90.4,89.95,85.61,-0.004977876,-0.052986726,669
BCTX,4/9/2024,439.49978,427.51479,341.99983,-0.027269615,-0.221843001,90.4,89.95,85.61,-0.004977876,-0.052986726,670
IPHA,4/9/2024,2.6,2.6,2.59,0,-0.003846154,90.4,89.95,85.61,-0.004977876,-0.052986726,671
ALXO,4/9/2024,12.14,12.34,14.49,0.016474465,0.193574959,90.4,89.95,85.61,-0.004977876,-0.052986726,672
GNPX,4/9/2024,148,153.5,115,0.037162162,-0.222972973,90.4,89.95,85.61,-0.004977876,-0.052986726,673
CGEN,4/9/2024,2.33,2.36,2.03,0.012875536,-0.128755365,90.4,89.95,85.61,-0.004977876,-0.052986726,674
GILD,4/9/2024,69.42,69.94,67.31,0.007490637,-0.030394699,90.4,89.95,85.61,-0.004977876,-0.052986726,675
PFE,4/9/2024,26.58,26.78,25.69,0.007524454,-0.033483822,90.4,89.95,85.61,-0.004977876,-0.052986726,676
ONC,4/9/2024,149.75,154.02,134.05,0.02851419,-0.104841402,90.4,89.95,85.61,-0.004977876,-0.052986726,677
ONC,4/9/2024,149.75,154.02,134.05,0.02851419,-0.104841402,90.4,89.95,85.61,-0.004977876,-0.052986726,678
CCCC,4/9/2024,7.66,7.97,6.83,0.040469974,-0.108355091,90.4,89.95,85.61,-0.004977876,-0.052986726,679
BCYC,4/9/2024,22.96,23.07,21.93,0.004790941,-0.044860627,90.4,89.95,85.61,-0.004977876,-0.052986726,680
APRE,4/9/2024,6.2,6.0394,5.85,-0.025903226,-0.056451613,90.4,89.95,85.61,-0.004977876,-0.052986726,681
WHWK,4/10/2024,2.1,2,1.82,-0.047619048,-0.133333333,91.64,91.28,84.65,-0.003928416,-0.076276735,682
BTAI,4/10/2024,41.12,42.08,41.44,0.023346304,0.007782101,91.64,91.28,84.65,-0.003928416,-0.076276735,683
VSTM,4/10/2024,11.74,11.3,10.84,-0.037478705,-0.076660988,91.64,91.28,84.65,-0.003928416,-0.076276735,684
GALT,4/10/2024,3.94,3.82,3.38,-0.030456853,-0.14213198,91.64,91.28,84.65,-0.003928416,-0.076276735,685
ALKS,4/10/2024,26.73,26.14,24.01,-0.022072578,-0.101758324,91.64,91.28,84.65,-0.003928416,-0.076276735,686
ACRV,4/10/2024,9.62,10.39,10.34,0.08004158,0.074844075,91.64,91.28,84.65,-0.003928416,-0.076276735,687
AIM,4/10/2024,0.37,0.365,0.355,-0.013513514,-0.040540541,91.64,91.28,84.65,-0.003928416,-0.076276735,688
BCTX,4/10/2024,427.51479,409.4998,323.99984,-0.04213887,-0.242131857,91.64,91.28,84.65,-0.003928416,-0.076276735,689
AMLX,4/10/2024,2.67,2.46,2,-0.078651685,-0.25093633,91.64,91.28,84.65,-0.003928416,-0.076276735,690
REGN,4/10/2024,943.89,936.2,901.19,-0.008147136,-0.045238322,91.64,91.28,84.65,-0.003928416,-0.076276735,691
BNTX,4/10/2024,90.05,88.65,86.4,-0.015546918,-0.040533037,91.64,91.28,84.65,-0.003928416,-0.076276735,692
APVO,4/10/2024,2412.40241,1776.00178,527.25053,-0.263803679,-0.781441716,91.64,91.28,84.65,-0.003928416,-0.076276735,693
APVO,4/10/2024,2412.40241,1776.00178,527.25053,-0.263803679,-0.781441716,91.64,91.28,84.65,-0.003928416,-0.076276735,694
CRBU,4/10/2024,4.46,4.35,3.91,-0.024663677,-0.123318386,91.64,91.28,84.65,-0.003928416,-0.076276735,695
VRTX,4/10/2024,404.48,397.58,393.1,-0.01705894,-0.028134889,91.64,91.28,84.65,-0.003928416,-0.076276735,696
ALPN,4/10/2024,7.7,7.75,7.5,0.006493506,-0.025974026,91.64,91.28,84.65,-0.003928416,-0.076276735,697
KRYS,4/10/2024,179.77,175.7,169.64,-0.02264004,-0.05634978,91.64,91.28,84.65,-0.003928416,-0.076276735,698
LPCN,4/11/2024,6.51,6.41,5.44,-0.015360983,-0.164362519,89.95,88.15,83.48,-0.020011117,-0.071928849,699
PRTC,4/11/2024,2.175,2.17,2.075,-0.002298851,-0.045977011,89.95,88.15,83.48,-0.020011117,-0.071928849,700
CLYM,4/11/2024,2.67,4.58,4.18,0.715355805,0.565543071,89.95,88.15,83.48,-0.020011117,-0.071928849,701
CLYM,4/11/2024,2.67,4.58,4.18,0.715355805,0.565543071,89.95,88.15,83.48,-0.020011117,-0.071928849,702
CLYM,4/11/2024,2.67,4.58,4.18,0.715355805,0.565543071,89.95,88.15,83.48,-0.020011117,-0.071928849,703
BOLD,4/11/2024,11.87,11.63,11.3,-0.02021904,-0.048020219,89.95,88.15,83.48,-0.020011117,-0.071928849,704
AZN,4/11/2024,107.32,109.62,109.14,0.021431234,0.016958628,89.95,88.15,83.48,-0.020011117,-0.071928849,705
RARE,4/15/2024,47,42.87,43.69,-0.08787234,-0.070425532,88.15,85.61,83.75,-0.028814521,-0.049914918,706
LGND,4/15/2024,81.36,79.77,68.53,-0.019542773,-0.157694199,88.15,85.61,83.75,-0.028814521,-0.049914918,707
MRNS,4/15/2024,53.5,53,52.51,-0.009345794,-0.018504673,88.15,85.61,83.75,-0.028814521,-0.049914918,708
TFFP,4/15/2024,43.2,43.2,45,0,0.041666667,88.15,85.61,83.75,-0.028814521,-0.049914918,709
RNAZ,4/15/2024,574.08156,495.54151,424.11627,-0.136809916,-0.261226454,88.15,85.61,83.75,-0.028814521,-0.049914918,710
CORT,4/15/2024,23.51,23.15,22.3,-0.015312633,-0.051467461,88.15,85.61,83.75,-0.028814521,-0.049914918,711
EWTX,4/15/2024,16.37,16.48,15.08,0.006719609,-0.078802688,88.15,85.61,83.75,-0.028814521,-0.049914918,712
ORIC,4/15/2024,9.8,9.54,8.72,-0.026530612,-0.110204082,88.15,85.61,83.75,-0.028814521,-0.049914918,713
TELO,4/15/2024,9,8.84,5.605,-0.017777778,-0.377222222,88.15,85.61,83.75,-0.028814521,-0.049914918,714
NVS,4/15/2024,4.3,4.3,4.88,0,0.134883721,88.15,85.61,83.75,-0.028814521,-0.049914918,715
HALO,4/16/2024,38.72,38.38,38.97,-0.008780992,0.006456612,86.35,84.65,84.69,-0.019687319,-0.019224088,716
ARGX,4/16/2024,358,349.4,349.2,-0.024022346,-0.024581006,86.35,84.65,84.69,-0.019687319,-0.019224088,717
ZLAB,4/16/2024,14.2,14.42,15.12,0.015492958,0.064788732,86.35,84.65,84.69,-0.019687319,-0.019224088,718
JNJ,4/16/2024,147.59,144.45,149.56,-0.021275154,0.013347788,86.35,84.65,84.69,-0.019687319,-0.019224088,719
PRTC,4/16/2024,2.135,2.105,2.13,-0.014051522,-0.00234192,86.35,84.65,84.69,-0.019687319,-0.019224088,720
CGEM,4/16/2024,16.55,17.32,16.67,0.04652568,0.007250755,86.35,84.65,84.69,-0.019687319,-0.019224088,721
PALI,4/16/2024,4.16,5.93,5.92,0.425480769,0.423076923,86.35,84.65,84.69,-0.019687319,-0.019224088,722
CMPX,4/16/2024,1.58,1.57,1.52,-0.006329114,-0.037974684,86.35,84.65,84.69,-0.019687319,-0.019224088,723
ABOS,4/16/2024,3.53,3.5,3.16,-0.008498584,-0.104815864,86.35,84.65,84.69,-0.019687319,-0.019224088,724
LEXX,4/16/2024,1.99,2.31,2.24,0.16080402,0.125628141,86.35,84.65,84.69,-0.019687319,-0.019224088,725
CLNN,4/16/2024,6.628,6.2,6.702,-0.064574532,0.011164756,86.35,84.65,84.69,-0.019687319,-0.019224088,726
PXMD,4/16/2024,0.74,0.66,0.716,-0.108108108,-0.032432432,86.35,84.65,84.69,-0.019687319,-0.019224088,727
TEVA,4/16/2024,13.23,13.09,13.01,-0.010582011,-0.016628874,86.35,84.65,84.69,-0.019687319,-0.019224088,728
ALVO,4/16/2024,12.5,12.73,13.4,0.0184,0.072,86.35,84.65,84.69,-0.019687319,-0.019224088,729
SAGE,4/17/2024,50,50,50,0,0,85.61,83.48,83.94,-0.024880271,-0.019507067,730
SUPN,4/17/2024,29.43,29,30.26,-0.014610941,0.028202514,85.61,83.48,83.94,-0.024880271,-0.019507067,731
LLY,4/17/2024,746.74,750.77,732.2,0.005396791,-0.019471302,85.61,83.48,83.94,-0.024880271,-0.019507067,732
GSK,4/17/2024,16.105,15.9,16.36,-0.012728966,0.015833592,85.61,83.48,83.94,-0.024880271,-0.019507067,733
HALO,4/17/2024,38.38,38.02,39.12,-0.009379885,0.019280875,85.61,83.48,83.94,-0.024880271,-0.019507067,734
NVS,4/17/2024,4.3,4.3,4.35,0,0.011627907,85.61,83.48,83.94,-0.024880271,-0.019507067,735
MTVA,4/17/2024,3.4,3.46,3.1,0.017647059,-0.088235294,85.61,83.48,83.94,-0.024880271,-0.019507067,736
SNY,4/17/2024,45.8,46.11,46.61,0.006768559,0.01768559,85.61,83.48,83.94,-0.024880271,-0.019507067,737
SNY,4/17/2024,45.8,46.11,46.61,0.006768559,0.01768559,85.61,83.48,83.94,-0.024880271,-0.019507067,738
DMAC,4/17/2024,2.37,2.6,2.45,0.097046414,0.033755274,85.61,83.48,83.94,-0.024880271,-0.019507067,739
GLPG,4/17/2024,27.7,27.38,27.12,-0.011552347,-0.020938628,85.61,83.48,83.94,-0.024880271,-0.019507067,740
ATHA,4/17/2024,21.1,21.1,20.1,0,-0.047393365,85.61,83.48,83.94,-0.024880271,-0.019507067,741
GLPG,4/17/2024,27.7,27.38,27.12,-0.011552347,-0.020938628,85.61,83.48,83.94,-0.024880271,-0.019507067,742
ABBV,4/18/2024,164.25,164.66,167.29,0.002496195,0.018508371,84.65,82.83,82.22,-0.021500295,-0.028706438,743
OCUL,4/18/2024,7.58,5.86,4.2,-0.226912929,-0.44591029,84.65,82.83,82.22,-0.021500295,-0.028706438,744
BPTH,4/18/2024,3.24,4.2,2.635,0.296296296,-0.186728395,84.65,82.83,82.22,-0.021500295,-0.028706438,745
BNTC,4/18/2024,4.8,6.82,6.94,0.420833333,0.445833333,84.65,82.83,82.22,-0.021500295,-0.028706438,746
PBLA,4/18/2024,0.516,0.4895,0.44,-0.051356589,-0.147286822,84.65,82.83,82.22,-0.021500295,-0.028706438,747
ATNM,4/18/2024,7.25,6.67,6.56,-0.08,-0.095172414,84.65,82.83,82.22,-0.021500295,-0.028706438,748
IMNN,4/18/2024,14.86956,14.67391,18.7826,-0.013157753,0.263157753,84.65,82.83,82.22,-0.021500295,-0.028706438,749
ABBV,4/18/2024,164.25,164.66,167.29,0.002496195,0.018508371,84.65,82.83,82.22,-0.021500295,-0.028706438,750
NRSN,4/18/2024,1.6,1.52,1.26,-0.05,-0.2125,84.65,82.83,82.22,-0.021500295,-0.028706438,751
MGTX,4/18/2024,5.25,5.01,4.71,-0.045714286,-0.102857143,84.65,82.83,82.22,-0.021500295,-0.028706438,752
BRNS,4/18/2024,2.6,2.71,2.4289,0.042307692,-0.065807692,84.65,82.83,82.22,-0.021500295,-0.028706438,753
CLYD,4/18/2024,0.03,0.03,0.03,0,0,84.65,82.83,82.22,-0.021500295,-0.028706438,754
TAK,4/18/2024,13.15,13.16,13.07,0.000760456,-0.00608365,84.65,82.83,82.22,-0.021500295,-0.028706438,755
TVGN,4/19/2024,2.12,1.85,1,-0.127358491,-0.528301887,83.48,83.75,83.49,0.003234308,0.000119789,756
OCGN,4/19/2024,1.32,1.32,1.28,0,-0.03030303,83.48,83.75,83.49,0.003234308,0.000119789,757
CNTA,4/22/2024,10.57,10,9.29,-0.053926206,-0.121097446,82.83,84.69,85.52,0.022455632,0.032476156,758
KRYS,4/22/2024,158.53,157.25,157.99,-0.008074182,-0.003406295,82.83,84.69,85.52,0.022455632,0.032476156,759
ENLV,4/22/2024,1.32,1.27,1.66,-0.037878788,0.257575758,82.83,84.69,85.52,0.022455632,0.032476156,760
CORT,4/22/2024,22.95,22.3,23.37,-0.02832244,0.018300654,82.83,84.69,85.52,0.022455632,0.032476156,761
PHIO,4/22/2024,5.7591,7.4691,6.075,0.296921394,0.054852321,82.83,84.69,85.52,0.022455632,0.032476156,762
ABEO,4/22/2024,7.57,7.36,3.44,-0.027741083,-0.545574637,82.83,84.69,85.52,0.022455632,0.032476156,763
AZTR,4/22/2024,38.96104,38.96104,43.95604,0,0.128204997,82.83,84.69,85.52,0.022455632,0.032476156,764
TOVX,4/22/2024,10.38,10.275,10.5,-0.010115607,0.011560694,82.83,84.69,85.52,0.022455632,0.032476156,765
ACET,4/22/2024,1.95,2,1.59,0.025641026,-0.184615385,82.83,84.69,85.52,0.022455632,0.032476156,766
IBRX,4/22/2024,5.27,4.94,8.99,-0.062618596,0.705882353,82.83,84.69,85.52,0.022455632,0.032476156,767
TOVX,4/23/2024,10.275,9.4225,10.0625,-0.08296837,-0.020681265,83.75,83.94,84.62,0.002268657,0.01038806,768
TLSA,4/23/2024,0.7536,0.775,0.65675,0.028397028,-0.128516454,83.75,83.94,84.62,0.002268657,0.01038806,769
SILO,4/23/2024,1.99,1.78,1.8377,-0.105527638,-0.076532663,83.75,83.94,84.62,0.002268657,0.01038806,770
NBIX,4/23/2024,133.66,140.09,137.54,0.048107138,0.029028879,83.75,83.94,84.62,0.002268657,0.01038806,771
TAK,4/23/2024,13.36,13.38,13.08,0.001497006,-0.020958084,83.75,83.94,84.62,0.002268657,0.01038806,772
ANRO,4/23/2024,13.64,13.88,15.51,0.017595308,0.137096774,83.75,83.94,84.62,0.002268657,0.01038806,773
HOWL,4/23/2024,6.09,6.44,6.24,0.057471264,0.024630542,83.75,83.94,84.62,0.002268657,0.01038806,774
INMB,4/23/2024,10.625,10.14,11.84,-0.045647059,0.114352941,83.75,83.94,84.62,0.002268657,0.01038806,775
NVS,4/23/2024,4.88,4.6,4.36,-0.057377049,-0.106557377,83.75,83.94,84.62,0.002268657,0.01038806,776
DAWN,4/23/2024,15.38,16.64,17.1,0.081924577,0.11183355,83.75,83.94,84.62,0.002268657,0.01038806,777
HOOK,4/24/2024,7.65,8.5,8.99,0.111111111,0.175163399,84.69,82.22,87.33,-0.029165191,0.031172512,778
ALVO,4/24/2024,13.4,13.54,14.48,0.010447761,0.080597015,84.69,82.22,87.33,-0.029165191,0.031172512,779
IMMP,4/24/2024,2.51,2.59,2.6,0.03187251,0.035856574,84.69,82.22,87.33,-0.029165191,0.031172512,780
ALKS,4/24/2024,24.26,24.65,24.01,0.016075845,-0.010305029,84.69,82.22,87.33,-0.029165191,0.031172512,781
ATAI,4/24/2024,1.97,1.87,2.05,-0.050761421,0.040609137,84.69,82.22,87.33,-0.029165191,0.031172512,782
RDHL,4/24/2024,10.69465,10.4975,11.275,-0.018434451,0.05426545,84.69,82.22,87.33,-0.029165191,0.031172512,783
AMRX,4/24/2024,5.4,6.05,6.12,0.12037037,0.133333333,84.69,82.22,87.33,-0.029165191,0.031172512,784
CALC,4/24/2024,4.59,5.49,5.96,0.196078431,0.298474946,84.69,82.22,87.33,-0.029165191,0.031172512,785
NVS,4/24/2024,4.6,4.35,4.36,-0.054347826,-0.052173913,84.69,82.22,87.33,-0.029165191,0.031172512,786
GANX,4/24/2024,3.39,3.19,2.97,-0.05899705,-0.123893805,84.69,82.22,87.33,-0.029165191,0.031172512,787
ACRV,4/24/2024,9.82,9.5,8.23,-0.032586558,-0.16191446,84.69,82.22,87.33,-0.029165191,0.031172512,788
IBRX,4/25/2024,4.82,5.11,8.97,0.060165975,0.860995851,83.94,83.49,88.34,-0.005360972,0.052418394,789
VTGN,4/25/2024,4.72,4.7,4.41,-0.004237288,-0.065677966,83.94,83.49,88.34,-0.005360972,0.052418394,790
BLCO,4/25/2024,14.9,14.76,13.86,-0.009395973,-0.069798658,83.94,83.49,88.34,-0.005360972,0.052418394,791
TLSA,4/25/2024,0.7901,0.8411,0.7051,0.064548791,-0.107581319,83.94,83.49,88.34,-0.005360972,0.052418394,792
BIVI,4/25/2024,50.54,48.89,49.99,-0.032647408,-0.010882469,83.94,83.49,88.34,-0.005360972,0.052418394,793
ROIV,4/25/2024,10.9,10.88,11.24,-0.001834862,0.031192661,83.94,83.49,88.34,-0.005360972,0.052418394,794
ALGS,4/25/2024,20.725,20.45,21.15,-0.013268999,0.020506634,83.94,83.49,88.34,-0.005360972,0.052418394,795
NKGN,4/25/2024,1.71,1.98,1.32,0.157894737,-0.228070175,83.94,83.49,88.34,-0.005360972,0.052418394,796
PFE,4/26/2024,25.26,25.4,27.81,0.005542359,0.100950119,82.22,85.52,89.98,0.04013622,0.094380929,797
GILD,4/26/2024,65.27,65.42,64.78,0.002298146,-0.007507277,82.22,85.52,89.98,0.04013622,0.094380929,798
CDTX,4/26/2024,13,12.63,12.51,-0.028461538,-0.037692308,82.22,85.52,89.98,0.04013622,0.094380929,799
JNJ,4/26/2024,146.82,146.14,149.27,-0.004631522,0.0166871,82.22,85.52,89.98,0.04013622,0.094380929,800
ENTA,4/27/2024,12.37,12.37,15.17,0,0.226354082,83.49,85.52,89.98,0.024314289,0.07773386,801
AZN,4/29/2024,119.88,120.24,120.5,0.003003003,0.005171839,83.49,84.62,90.58,0.013534555,0.08492035,802
